seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
13800.0,88.0,97.0,2.64,50.0,95.0,34.9,8.0,-81.0,-75.6,4.96,4.01,7.07,6.71,36.2,36.1,sae_analysis/out/env_imgs/seed13783_step88_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed13783_step88_timestep2_actionOutput.png
37500.0,176.0,99.0,2.63,19.3,64.3,38.0,5.0,150.0,-217.0,22.2,20.8,31.6,31.3,11.8,11.9,sae_analysis/out/env_imgs/seed37540_step176_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed37540_step176_timestep0_actionOutput.png
40000.0,128.0,99.0,2.63,19.4,64.4,14.4,7.0,183.0,-174.0,7.13,6.03,7.51,7.72,17.3,17.7,sae_analysis/out/env_imgs/seed40021_step128_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed40021_step128_timestep0_actionOutput.png
40000.0,112.0,95.0,2.56,5.56,50.6,25.6,7.0,251.0,162.0,6.1,3.7,6.24,6.6,27.0,29.0,sae_analysis/out/env_imgs/seed40021_step112_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed40021_step112_timestep4_actionOutput.png
13800.0,152.0,97.0,2.54,48.7,93.7,34.2,8.0,158.0,-168.0,2.23,2.11,7.07,7.82,31.7,31.5,sae_analysis/out/env_imgs/seed13783_step152_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed13783_step152_timestep2_actionOutput.png
37500.0,168.0,98.0,2.53,19.3,64.3,38.0,5.0,-16.5,27.8,10.7,8.66,25.8,25.6,13.4,13.2,sae_analysis/out/env_imgs/seed37540_step168_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed37540_step168_timestep1_actionOutput.png
37500.0,144.0,97.0,2.49,19.3,64.3,38.0,5.0,152.0,145.0,6.44,8.06,22.2,23.4,16.8,15.4,sae_analysis/out/env_imgs/seed37540_step144_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed37540_step144_timestep2_actionOutput.png
10300.0,88.0,95.0,2.49,67.6,113.0,22.1,6.0,62.3,66.1,6.89,6.0,5.97,4.97,23.9,24.3,sae_analysis/out/env_imgs/seed10301_step88_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed10301_step88_timestep4_actionOutput.png
10300.0,88.0,98.0,2.48,67.6,113.0,22.1,6.0,-47.9,2.95,2.57,6.21,3.8,3.29,22.9,23.0,sae_analysis/out/env_imgs/seed10301_step88_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed10301_step88_timestep1_actionOutput.png
37500.0,200.0,99.0,2.48,19.3,64.3,38.0,5.0,5.05,55.3,15.5,16.1,27.8,28.1,12.7,12.2,sae_analysis/out/env_imgs/seed37540_step200_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed37540_step200_timestep0_actionOutput.png
