seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
89200.0,184.0,99.0,3.91,-1.71,43.3,8.71,4.0,183.0,187.0,2.62,1.68,17.3,17.4,25.9,26.1,sae_analysis/out/env_imgs/seed89203_step184_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed89203_step184_timestep0_actionOutput.png
45400.0,96.0,98.0,3.83,1.04,46.0,9.45,4.0,-61.3,14.3,4.18,1.6,17.3,16.8,26.7,26.2,sae_analysis/out/env_imgs/seed45429_step96_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed45429_step96_timestep1_actionOutput.png
50800.0,96.0,99.0,3.7,1.89,46.9,5.36,6.0,-340.0,-291.0,12.1,10.6,9.02,8.88,13.5,13.5,sae_analysis/out/env_imgs/seed50788_step96_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed50788_step96_timestep0_actionOutput.png
55500.0,120.0,99.0,3.57,4.9,49.9,7.42,4.0,125.0,94.2,1.71,1.05,19.3,18.5,26.7,25.8,sae_analysis/out/env_imgs/seed55531_step120_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed55531_step120_timestep0_actionOutput.png
27200.0,88.0,98.0,3.56,-3.44,41.6,12.3,4.0,-215.0,-192.0,9.1,6.51,16.0,15.9,28.1,28.0,sae_analysis/out/env_imgs/seed27242_step88_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed27242_step88_timestep1_actionOutput.png
45400.0,96.0,99.0,3.48,1.04,46.0,9.45,4.0,14.3,-14.6,1.6,2.88,16.8,16.8,26.2,26.2,sae_analysis/out/env_imgs/seed45429_step96_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed45429_step96_timestep0_actionOutput.png
84000.0,152.0,98.0,3.45,-2.42,42.6,3.76,4.0,102.0,158.0,2.28,3.21,13.8,14.6,17.5,18.4,sae_analysis/out/env_imgs/seed84003_step152_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed84003_step152_timestep1_actionOutput.png
84000.0,152.0,99.0,3.44,-2.42,42.6,3.76,4.0,158.0,-144.0,3.21,1.52,14.6,14.5,18.4,18.3,sae_analysis/out/env_imgs/seed84003_step152_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed84003_step152_timestep0_actionOutput.png
44600.0,40.0,98.0,3.43,9.84,54.8,5.3,1.0,-141.0,-164.0,9.63,6.67,9.96,10.2,15.0,15.4,sae_analysis/out/env_imgs/seed44578_step40_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed44578_step40_timestep1_actionOutput.png
27200.0,88.0,99.0,3.42,-3.44,41.6,12.3,4.0,-192.0,-156.0,6.51,5.27,15.9,16.1,28.0,28.2,sae_analysis/out/env_imgs/seed27242_step88_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed27242_step88_timestep0_actionOutput.png
