seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
52800.0,192.0,92.0,1.32,4.21,49.2,2.27,4.0,-25.1,29.0,35.9,32.2,16.9,16.8,19.0,19.0,sae_analysis/out/env_imgs/seed52752_step192_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed52752_step192_timestep7_actionOutput.png
55500.0,144.0,93.0,1.3,3.1,48.1,5.04,7.0,207.0,-67.2,11.2,12.9,12.5,11.0,16.8,15.0,sae_analysis/out/env_imgs/seed55531_step144_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed55531_step144_timestep6_actionOutput.png
52800.0,192.0,90.0,1.25,4.21,49.2,2.27,4.0,-63.9,-51.1,40.3,41.1,15.9,16.7,17.6,18.5,sae_analysis/out/env_imgs/seed52752_step192_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed52752_step192_timestep9_actionOutput.png
52800.0,192.0,97.0,1.24,4.21,49.2,2.27,4.0,6.79,-12.4,19.0,17.9,16.0,16.6,18.2,18.8,sae_analysis/out/env_imgs/seed52752_step192_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed52752_step192_timestep2_actionOutput.png
55500.0,152.0,93.0,1.18,3.1,48.1,5.04,6.0,258.0,276.0,21.7,22.3,8.48,9.13,11.5,12.3,sae_analysis/out/env_imgs/seed55531_step152_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed55531_step152_timestep6_actionOutput.png
30600.0,136.0,94.0,1.16,4.5,49.5,4.6,7.0,-75.4,-22.8,12.3,4.72,7.24,6.13,10.6,9.74,sae_analysis/out/env_imgs/seed30608_step136_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep5_actionOutput.png
29100.0,128.0,84.0,1.16,4.45,49.4,1.94,4.0,43.8,48.8,12.6,14.4,18.8,17.3,19.5,18.0,sae_analysis/out/env_imgs/seed29142_step128_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed29142_step128_timestep15_actionOutput.png
52800.0,192.0,84.0,1.16,4.21,49.2,2.27,4.0,184.0,2.97,32.3,24.2,18.6,16.6,20.1,18.0,sae_analysis/out/env_imgs/seed52752_step192_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed52752_step192_timestep15_actionOutput.png
29100.0,128.0,92.0,1.15,4.45,49.4,1.94,4.0,161.0,165.0,22.7,15.6,15.3,14.2,16.3,15.4,sae_analysis/out/env_imgs/seed29142_step128_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed29142_step128_timestep7_actionOutput.png
55500.0,144.0,86.0,1.15,3.1,48.1,5.04,7.0,177.0,191.0,20.5,18.5,14.8,15.3,18.4,18.5,sae_analysis/out/env_imgs/seed55531_step144_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed55531_step144_timestep13_actionOutput.png
30600.0,136.0,80.0,1.15,4.5,49.5,4.6,7.0,244.0,241.0,39.2,38.2,19.7,18.4,21.0,19.3,sae_analysis/out/env_imgs/seed30608_step136_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed30608_step136_timestep19_actionOutput.png
