seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
49400.0,80.0,82.0,2.24,-62.0,-17.0,15.6,0.0,217.0,104.0,16.4,7.13,18.8,19.4,9.86,10.5,sae_analysis/out/env_imgs/seed49442_step80_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed49442_step80_timestep17_actionOutput.png
49400.0,80.0,97.0,2.17,-62.0,-17.0,15.6,0.0,166.0,289.0,8.72,12.4,18.7,18.8,10.7,11.5,sae_analysis/out/env_imgs/seed49442_step80_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed49442_step80_timestep2_actionOutput.png
49400.0,80.0,89.0,2.14,-62.0,-17.0,15.6,0.0,143.0,214.0,4.85,5.86,20.0,20.6,12.3,12.1,sae_analysis/out/env_imgs/seed49442_step80_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed49442_step80_timestep10_actionOutput.png
49400.0,80.0,88.0,2.05,-62.0,-17.0,15.6,0.0,136.0,143.0,4.63,4.85,19.4,20.0,12.4,12.3,sae_analysis/out/env_imgs/seed49442_step80_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed49442_step80_timestep11_actionOutput.png
49400.0,80.0,96.0,2.04,-62.0,-17.0,15.6,0.0,9.06,166.0,1.74,8.72,20.4,18.7,12.2,10.7,sae_analysis/out/env_imgs/seed49442_step80_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed49442_step80_timestep3_actionOutput.png
33000.0,48.0,91.0,2.02,-18.1,26.9,9.6,7.0,80.3,121.0,17.4,17.7,17.4,16.1,12.1,10.6,sae_analysis/out/env_imgs/seed32990_step48_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed32990_step48_timestep8_actionOutput.png
92400.0,8.0,89.0,2.0,-129.0,-83.6,24.7,2.0,-265.0,-250.0,37.4,34.7,18.2,15.9,28.7,27.4,sae_analysis/out/env_imgs/seed92410_step8_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed92410_step8_timestep10_actionOutput.png
92400.0,0.0,94.0,2.0,-129.0,-83.6,24.7,0.0,180.0,228.0,22.4,24.9,25.3,24.9,16.1,14.6,sae_analysis/out/env_imgs/seed92410_step0_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed92410_step0_timestep5_actionOutput.png
92400.0,0.0,90.0,2.0,-129.0,-83.6,24.7,0.0,-56.5,-45.3,49.7,40.4,26.9,26.4,18.6,18.0,sae_analysis/out/env_imgs/seed92410_step0_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed92410_step0_timestep9_actionOutput.png
49400.0,80.0,90.0,1.99,-62.0,-17.0,15.6,0.0,214.0,113.0,5.86,4.1,20.6,20.1,12.1,10.8,sae_analysis/out/env_imgs/seed49442_step80_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed49442_step80_timestep9_actionOutput.png
