seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
47100.0,56.0,92.0,1.65,14.0,59.0,31.4,1.0,60.5,47.1,22.6,23.6,11.5,11.4,40.6,40.4,sae_analysis/out/env_imgs/seed47106_step56_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep7_actionOutput.png
49400.0,152.0,92.0,1.56,3.33,48.3,27.3,2.0,23.3,6.98,34.3,26.6,13.5,14.3,35.1,37.2,sae_analysis/out/env_imgs/seed49442_step152_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed49442_step152_timestep7_actionOutput.png
49400.0,8.0,96.0,1.5,-151.0,-106.0,25.3,4.0,-297.0,53.6,21.3,20.8,15.9,15.6,38.6,38.4,sae_analysis/out/env_imgs/seed49442_step8_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep3_actionOutput.png
10300.0,144.0,97.0,1.46,27.1,72.1,27.8,1.0,-305.0,21.3,24.9,25.7,15.1,14.9,41.9,41.6,sae_analysis/out/env_imgs/seed10301_step144_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed10301_step144_timestep2_actionOutput.png
47100.0,56.0,99.0,1.44,14.0,59.0,31.4,1.0,-80.5,-116.0,19.2,18.1,11.0,10.8,41.4,41.7,sae_analysis/out/env_imgs/seed47106_step56_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep0_actionOutput.png
49400.0,152.0,99.0,1.44,3.33,48.3,27.3,2.0,145.0,16.6,11.9,11.6,10.1,10.2,35.5,36.0,sae_analysis/out/env_imgs/seed49442_step152_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed49442_step152_timestep0_actionOutput.png
49400.0,152.0,95.0,1.44,3.33,48.3,27.3,2.0,91.6,144.0,13.7,10.4,12.8,11.1,37.4,36.0,sae_analysis/out/env_imgs/seed49442_step152_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed49442_step152_timestep4_actionOutput.png
47100.0,56.0,76.0,1.43,14.0,59.0,31.4,1.0,-274.0,-294.0,15.7,16.8,19.0,18.5,37.6,38.3,sae_analysis/out/env_imgs/seed47106_step56_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep23_actionOutput.png
47100.0,56.0,88.0,1.43,14.0,59.0,31.4,1.0,-281.0,35.0,17.2,20.0,13.0,12.7,40.1,40.0,sae_analysis/out/env_imgs/seed47106_step56_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep11_actionOutput.png
47100.0,56.0,73.0,1.37,14.0,59.0,31.4,1.0,-137.0,-281.0,19.5,18.1,25.5,24.2,41.8,39.7,sae_analysis/out/env_imgs/seed47106_step56_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep26_actionOutput.png
47100.0,56.0,97.0,1.37,14.0,59.0,31.4,1.0,10.3,-187.0,18.7,18.0,11.2,11.6,41.4,41.6,sae_analysis/out/env_imgs/seed47106_step56_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep2_actionOutput.png
49400.0,128.0,50.0,1.36,14.1,59.1,27.7,5.0,88.0,103.0,36.0,32.4,44.6,44.3,54.8,55.3,sae_analysis/out/env_imgs/seed49442_step128_timestep49_actionInput.png,sae_analysis/out/env_imgs/seed49442_step128_timestep49_actionOutput.png
49400.0,128.0,42.0,1.35,14.1,59.1,27.7,5.0,92.6,120.0,43.0,47.2,43.8,41.2,58.4,55.3,sae_analysis/out/env_imgs/seed49442_step128_timestep57_actionInput.png,sae_analysis/out/env_imgs/seed49442_step128_timestep57_actionOutput.png
49400.0,152.0,98.0,1.35,3.33,48.3,27.3,2.0,10.6,145.0,14.0,11.9,10.1,10.1,35.6,35.5,sae_analysis/out/env_imgs/seed49442_step152_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed49442_step152_timestep1_actionOutput.png
49400.0,0.0,97.0,1.33,-151.0,-106.0,25.3,5.0,98.1,-16.6,24.9,25.6,24.9,24.4,41.5,41.7,sae_analysis/out/env_imgs/seed49442_step0_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed49442_step0_timestep2_actionOutput.png
60600.0,0.0,98.0,1.32,-79.0,-34.0,22.8,1.0,197.0,56.3,19.8,22.4,32.0,31.0,34.7,34.2,sae_analysis/out/env_imgs/seed60596_step0_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed60596_step0_timestep1_actionOutput.png
49400.0,152.0,93.0,1.32,3.33,48.3,27.3,2.0,6.98,19.6,26.6,19.5,14.3,12.6,37.2,37.1,sae_analysis/out/env_imgs/seed49442_step152_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed49442_step152_timestep6_actionOutput.png
47100.0,56.0,91.0,1.31,14.0,59.0,31.4,1.0,53.1,60.5,23.6,22.6,11.0,11.5,39.0,40.6,sae_analysis/out/env_imgs/seed47106_step56_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed47106_step56_timestep8_actionOutput.png
49400.0,8.0,32.0,1.3,-151.0,-106.0,25.3,4.0,214.0,245.0,83.0,98.1,51.0,50.0,66.3,65.3,sae_analysis/out/env_imgs/seed49442_step8_timestep67_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep67_actionOutput.png
49400.0,8.0,68.0,1.29,-151.0,-106.0,25.3,4.0,-16.9,-30.9,69.8,58.9,27.5,24.6,46.5,45.2,sae_analysis/out/env_imgs/seed49442_step8_timestep31_actionInput.png,sae_analysis/out/env_imgs/seed49442_step8_timestep31_actionOutput.png
