seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
27200.0,40.0,99.0,2.4,-24.0,21.0,12.3,4.0,222.0,227.0,18.3,17.7,20.6,19.9,32.3,31.7,sae_analysis/out/env_imgs/seed27240_step40_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed27240_step40_timestep0_actionOutput.png
54200.0,32.0,98.0,2.37,-73.0,-28.0,19.7,4.0,98.3,176.0,10.4,14.6,15.7,16.1,33.0,33.4,sae_analysis/out/env_imgs/seed54206_step32_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed54206_step32_timestep1_actionOutput.png
98400.0,56.0,97.0,2.31,5.95,50.9,8.65,0.0,82.3,-219.0,16.0,16.8,25.2,25.1,33.3,33.2,sae_analysis/out/env_imgs/seed98355_step56_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed98355_step56_timestep2_actionOutput.png
27200.0,72.0,97.0,2.29,2.79,47.8,11.6,5.0,-255.0,-169.0,22.5,26.1,26.3,25.0,37.0,35.5,sae_analysis/out/env_imgs/seed27240_step72_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed27240_step72_timestep2_actionOutput.png
54200.0,32.0,99.0,2.25,-73.0,-28.0,19.7,4.0,176.0,-86.7,14.6,14.2,16.1,16.0,33.4,33.3,sae_analysis/out/env_imgs/seed54206_step32_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed54206_step32_timestep0_actionOutput.png
27200.0,72.0,98.0,2.18,2.79,47.8,11.6,5.0,-169.0,-60.8,26.1,28.9,25.0,24.0,35.5,34.3,sae_analysis/out/env_imgs/seed27240_step72_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed27240_step72_timestep1_actionOutput.png
54200.0,32.0,94.0,2.18,-73.0,-28.0,19.7,4.0,22.0,88.7,20.4,12.8,15.9,16.7,32.8,34.2,sae_analysis/out/env_imgs/seed54206_step32_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed54206_step32_timestep5_actionOutput.png
29100.0,104.0,94.0,2.18,4.95,50.0,4.93,0.0,-160.0,-92.3,13.4,15.4,21.8,20.8,26.0,25.0,sae_analysis/out/env_imgs/seed29142_step104_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed29142_step104_timestep5_actionOutput.png
33500.0,24.0,97.0,2.17,-87.2,-42.2,32.5,4.0,15.6,44.2,12.3,13.2,16.7,17.0,39.9,40.2,sae_analysis/out/env_imgs/seed33539_step24_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed33539_step24_timestep2_actionOutput.png
27200.0,40.0,95.0,2.16,-24.0,21.0,12.3,4.0,39.0,78.3,21.7,18.9,21.1,21.3,32.8,33.0,sae_analysis/out/env_imgs/seed27240_step40_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed27240_step40_timestep4_actionOutput.png
27200.0,40.0,93.0,2.15,-24.0,21.0,12.3,4.0,-17.6,-3.53,23.7,20.1,22.7,21.9,34.3,33.6,sae_analysis/out/env_imgs/seed27240_step40_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed27240_step40_timestep6_actionOutput.png
27200.0,72.0,96.0,2.15,2.79,47.8,11.6,5.0,19.2,-255.0,25.6,22.5,26.0,26.3,36.7,37.0,sae_analysis/out/env_imgs/seed27240_step72_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed27240_step72_timestep3_actionOutput.png
84100.0,64.0,97.0,2.13,6.28,51.3,12.2,5.0,-110.0,-81.5,29.0,27.9,26.2,25.9,34.4,34.4,sae_analysis/out/env_imgs/seed84098_step64_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed84098_step64_timestep2_actionOutput.png
27200.0,40.0,97.0,2.13,-24.0,21.0,12.3,4.0,88.8,153.0,18.3,18.0,21.4,20.3,33.0,31.9,sae_analysis/out/env_imgs/seed27240_step40_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed27240_step40_timestep2_actionOutput.png
84100.0,64.0,98.0,2.13,6.28,51.3,12.2,5.0,-81.5,-97.4,27.9,28.5,25.9,25.7,34.4,34.1,sae_analysis/out/env_imgs/seed84098_step64_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed84098_step64_timestep1_actionOutput.png
