seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
86200.0,16.0,92.0,3.23,98.2,143.0,19.4,2.0,-171.0,-160.0,32.1,27.5,27.2,25.7,34.6,32.6,sae_analysis/out/env_imgs/seed86172_step16_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep7_actionOutput.png
86200.0,16.0,90.0,3.22,98.2,143.0,19.4,2.0,-281.0,-154.0,43.1,34.9,27.9,27.7,34.7,34.1,sae_analysis/out/env_imgs/seed86172_step16_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep9_actionOutput.png
86200.0,16.0,83.0,3.08,98.2,143.0,19.4,2.0,-265.0,-231.0,27.2,33.8,33.5,35.0,40.9,42.1,sae_analysis/out/env_imgs/seed86172_step16_timestep16_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep16_actionOutput.png
86200.0,16.0,94.0,3.01,98.2,143.0,19.4,2.0,-177.0,-208.0,19.6,17.8,24.7,23.9,32.4,32.7,sae_analysis/out/env_imgs/seed86172_step16_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep5_actionOutput.png
86200.0,16.0,89.0,2.89,98.2,143.0,19.4,2.0,-217.0,-281.0,42.0,43.1,28.8,27.9,36.1,34.7,sae_analysis/out/env_imgs/seed86172_step16_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep10_actionOutput.png
86200.0,16.0,91.0,2.82,98.2,143.0,19.4,2.0,-154.0,-171.0,34.9,32.1,27.7,27.2,34.1,34.6,sae_analysis/out/env_imgs/seed86172_step16_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep8_actionOutput.png
86200.0,16.0,95.0,2.81,98.2,143.0,19.4,2.0,-208.0,-242.0,17.8,18.7,23.9,24.6,32.7,33.1,sae_analysis/out/env_imgs/seed86172_step16_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep4_actionOutput.png
86200.0,16.0,87.0,2.72,98.2,143.0,19.4,2.0,-235.0,-206.0,34.6,40.5,31.3,30.5,38.4,38.0,sae_analysis/out/env_imgs/seed86172_step16_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep12_actionOutput.png
86200.0,16.0,93.0,2.68,98.2,143.0,19.4,2.0,-160.0,-177.0,27.5,19.6,25.7,24.7,32.6,32.4,sae_analysis/out/env_imgs/seed86172_step16_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep6_actionOutput.png
86200.0,16.0,84.0,2.67,98.2,143.0,19.4,2.0,-231.0,-228.0,33.8,31.9,35.0,35.0,42.1,42.1,sae_analysis/out/env_imgs/seed86172_step16_timestep15_actionInput.png,sae_analysis/out/env_imgs/seed86172_step16_timestep15_actionOutput.png
