seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
86200.0,136.0,80.0,2.65,11.5,56.5,5.34,5.0,42.8,83.1,12.1,3.88,19.8,20.3,24.1,24.9,sae_analysis/out/env_imgs/seed86172_step136_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed86172_step136_timestep19_actionOutput.png
86200.0,72.0,70.0,2.62,17.1,62.1,5.8,6.0,56.7,72.0,26.6,18.8,25.1,26.5,25.6,26.0,sae_analysis/out/env_imgs/seed86172_step72_timestep29_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep29_actionOutput.png
86200.0,72.0,75.0,2.6,17.1,62.1,5.8,6.0,65.7,53.9,17.4,28.3,26.1,27.6,25.7,27.2,sae_analysis/out/env_imgs/seed86172_step72_timestep24_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep24_actionOutput.png
86200.0,72.0,65.0,2.51,17.1,62.1,5.8,6.0,52.6,66.2,44.8,40.4,26.8,24.5,26.2,24.9,sae_analysis/out/env_imgs/seed86172_step72_timestep34_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep34_actionOutput.png
86200.0,72.0,74.0,2.48,17.1,62.1,5.8,6.0,56.5,65.7,16.1,17.4,25.7,26.1,25.6,25.7,sae_analysis/out/env_imgs/seed86172_step72_timestep25_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep25_actionOutput.png
86200.0,136.0,79.0,2.46,11.5,56.5,5.34,5.0,49.8,42.8,15.5,12.1,20.2,19.8,24.7,24.1,sae_analysis/out/env_imgs/seed86172_step136_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed86172_step136_timestep20_actionOutput.png
86200.0,88.0,41.0,2.44,16.3,61.3,5.78,8.0,-135.0,-163.0,35.8,44.8,38.3,36.4,39.6,38.0,sae_analysis/out/env_imgs/seed86172_step88_timestep58_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep58_actionOutput.png
86200.0,88.0,79.0,2.44,16.3,61.3,5.78,8.0,-100.0,-58.4,8.27,9.86,17.3,19.3,20.2,21.7,sae_analysis/out/env_imgs/seed86172_step88_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed86172_step88_timestep20_actionOutput.png
86200.0,72.0,72.0,2.41,17.1,62.1,5.8,6.0,80.1,64.1,19.3,29.9,25.6,26.8,25.4,26.9,sae_analysis/out/env_imgs/seed86172_step72_timestep27_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep27_actionOutput.png
86200.0,136.0,69.0,2.41,11.5,56.5,5.34,5.0,-8.35,-24.0,18.3,24.9,32.7,31.8,35.8,35.0,sae_analysis/out/env_imgs/seed86172_step136_timestep30_actionInput.png,sae_analysis/out/env_imgs/seed86172_step136_timestep30_actionOutput.png
86200.0,136.0,78.0,2.39,11.5,56.5,5.34,5.0,53.8,49.8,11.8,15.5,22.0,20.2,25.5,24.7,sae_analysis/out/env_imgs/seed86172_step136_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed86172_step136_timestep21_actionOutput.png
86200.0,72.0,78.0,2.38,17.1,62.1,5.8,6.0,44.6,37.3,43.9,48.4,27.8,26.4,27.8,26.4,sae_analysis/out/env_imgs/seed86172_step72_timestep21_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep21_actionOutput.png
86200.0,72.0,79.0,2.38,17.1,62.1,5.8,6.0,37.3,34.6,48.4,55.7,26.4,26.6,26.4,26.5,sae_analysis/out/env_imgs/seed86172_step72_timestep20_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep20_actionOutput.png
86200.0,72.0,64.0,2.36,17.1,62.1,5.8,6.0,56.5,52.6,48.1,44.8,29.6,26.8,29.5,26.2,sae_analysis/out/env_imgs/seed86172_step72_timestep35_actionInput.png,sae_analysis/out/env_imgs/seed86172_step72_timestep35_actionOutput.png
