seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
84000.0,8.0,95.0,1.95,-200.0,-155.0,9.88,4.0,103.0,16.0,32.9,33.3,28.5,27.8,19.8,19.0,sae_analysis/out/env_imgs/seed84003_step8_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep4_actionOutput.png
84000.0,8.0,94.0,1.82,-200.0,-155.0,9.88,4.0,-244.0,103.0,34.9,32.9,29.7,28.5,20.9,19.8,sae_analysis/out/env_imgs/seed84003_step8_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep5_actionOutput.png
84000.0,8.0,99.0,1.8,-200.0,-155.0,9.88,4.0,33.8,25.8,33.2,32.9,27.3,27.1,18.5,18.4,sae_analysis/out/env_imgs/seed84003_step8_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep0_actionOutput.png
84000.0,8.0,91.0,1.8,-200.0,-155.0,9.88,4.0,-172.0,-179.0,37.5,36.4,29.6,28.6,21.1,19.8,sae_analysis/out/env_imgs/seed84003_step8_timestep8_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep8_actionOutput.png
84000.0,8.0,96.0,1.71,-200.0,-155.0,9.88,4.0,16.0,-52.6,33.3,33.6,27.8,28.2,19.0,19.4,sae_analysis/out/env_imgs/seed84003_step8_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep3_actionOutput.png
84000.0,0.0,97.0,1.68,-200.0,-155.0,9.88,1.0,138.0,-198.0,15.6,15.5,39.1,39.7,33.2,33.7,sae_analysis/out/env_imgs/seed84003_step0_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed84003_step0_timestep2_actionOutput.png
84100.0,16.0,98.0,1.68,-56.6,-11.6,21.6,8.0,-57.4,44.3,17.4,14.4,10.0,10.6,29.6,30.7,sae_analysis/out/env_imgs/seed84098_step16_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed84098_step16_timestep1_actionOutput.png
84100.0,16.0,99.0,1.66,-56.6,-11.6,21.6,8.0,44.3,-15.9,14.4,15.5,10.6,10.7,30.7,30.8,sae_analysis/out/env_imgs/seed84098_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed84098_step16_timestep0_actionOutput.png
84000.0,8.0,87.0,1.65,-200.0,-155.0,9.88,4.0,-261.0,55.5,39.5,46.7,28.0,30.3,20.6,21.9,sae_analysis/out/env_imgs/seed84003_step8_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep12_actionOutput.png
84000.0,8.0,90.0,1.64,-200.0,-155.0,9.88,4.0,-246.0,-172.0,36.8,37.5,29.0,29.6,21.0,21.1,sae_analysis/out/env_imgs/seed84003_step8_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep9_actionOutput.png
84000.0,8.0,92.0,1.63,-200.0,-155.0,9.88,4.0,-179.0,-142.0,36.4,37.9,28.6,29.0,19.8,20.3,sae_analysis/out/env_imgs/seed84003_step8_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep7_actionOutput.png
84000.0,8.0,88.0,1.62,-200.0,-155.0,9.88,4.0,55.5,-256.0,46.7,35.1,30.3,29.0,21.9,20.9,sae_analysis/out/env_imgs/seed84003_step8_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep11_actionOutput.png
84000.0,8.0,98.0,1.61,-200.0,-155.0,9.88,4.0,93.4,33.8,32.0,33.2,28.0,27.3,19.3,18.5,sae_analysis/out/env_imgs/seed84003_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep1_actionOutput.png
84100.0,16.0,88.0,1.59,-56.6,-11.6,21.6,8.0,-138.0,-158.0,29.5,18.3,13.9,12.3,27.5,28.0,sae_analysis/out/env_imgs/seed84098_step16_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed84098_step16_timestep11_actionOutput.png
84000.0,8.0,97.0,1.59,-200.0,-155.0,9.88,4.0,-52.6,93.4,33.6,32.0,28.2,28.0,19.4,19.3,sae_analysis/out/env_imgs/seed84003_step8_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed84003_step8_timestep2_actionOutput.png
84000.0,0.0,95.0,1.59,-200.0,-155.0,9.88,1.0,110.0,127.0,7.63,12.3,38.1,38.6,32.3,32.6,sae_analysis/out/env_imgs/seed84003_step0_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed84003_step0_timestep4_actionOutput.png
84100.0,16.0,92.0,1.56,-56.6,-11.6,21.6,8.0,-200.0,-117.0,20.5,23.4,11.1,11.6,30.2,30.2,sae_analysis/out/env_imgs/seed84098_step16_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed84098_step16_timestep7_actionOutput.png
84000.0,0.0,92.0,1.53,-200.0,-155.0,9.88,1.0,63.9,93.0,10.2,7.19,39.0,37.5,33.0,31.5,sae_analysis/out/env_imgs/seed84003_step0_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed84003_step0_timestep7_actionOutput.png
84000.0,0.0,71.0,1.51,-200.0,-155.0,9.88,1.0,42.5,18.9,25.2,29.3,47.3,47.3,42.8,42.5,sae_analysis/out/env_imgs/seed84003_step0_timestep28_actionInput.png,sae_analysis/out/env_imgs/seed84003_step0_timestep28_actionOutput.png
84100.0,16.0,96.0,1.51,-56.6,-11.6,21.6,8.0,-116.0,-54.7,17.9,19.6,11.6,11.0,31.2,30.5,sae_analysis/out/env_imgs/seed84098_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed84098_step16_timestep3_actionOutput.png
