seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
30600.0,16.0,92.0,2.99,-28.3,16.7,25.7,1.0,-208.0,-189.0,10.5,11.8,15.5,15.7,34.0,33.7,sae_analysis/out/env_imgs/seed30608_step16_timestep7_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep7_actionOutput.png
30600.0,16.0,95.0,2.92,-28.3,16.7,25.7,1.0,-266.0,-254.0,9.81,8.43,15.0,15.0,33.8,34.3,sae_analysis/out/env_imgs/seed30608_step16_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep4_actionOutput.png
30600.0,16.0,94.0,2.84,-28.3,16.7,25.7,1.0,-240.0,-266.0,10.5,9.81,14.5,15.0,32.7,33.8,sae_analysis/out/env_imgs/seed30608_step16_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep5_actionOutput.png
30600.0,16.0,98.0,2.82,-28.3,16.7,25.7,1.0,82.4,54.2,16.6,17.8,14.8,14.4,34.7,35.1,sae_analysis/out/env_imgs/seed30608_step16_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep1_actionOutput.png
30600.0,16.0,96.0,2.77,-28.3,16.7,25.7,1.0,-254.0,28.9,8.43,12.8,15.0,14.8,34.3,34.3,sae_analysis/out/env_imgs/seed30608_step16_timestep3_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep3_actionOutput.png
30600.0,16.0,93.0,2.74,-28.3,16.7,25.7,1.0,-189.0,-240.0,11.8,10.5,15.7,14.5,33.7,32.7,sae_analysis/out/env_imgs/seed30608_step16_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep6_actionOutput.png
30600.0,16.0,87.0,2.72,-28.3,16.7,25.7,1.0,123.0,-212.0,14.2,17.2,18.7,15.7,35.1,32.5,sae_analysis/out/env_imgs/seed30608_step16_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep12_actionOutput.png
30600.0,16.0,97.0,2.71,-28.3,16.7,25.7,1.0,28.9,82.4,12.8,16.6,14.8,14.8,34.3,34.7,sae_analysis/out/env_imgs/seed30608_step16_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep2_actionOutput.png
30600.0,16.0,88.0,2.61,-28.3,16.7,25.7,1.0,-212.0,42.1,17.2,14.9,15.7,17.9,32.5,35.2,sae_analysis/out/env_imgs/seed30608_step16_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep11_actionOutput.png
30600.0,16.0,89.0,2.59,-28.3,16.7,25.7,1.0,42.1,-300.0,14.9,9.5,17.9,17.5,35.2,35.4,sae_analysis/out/env_imgs/seed30608_step16_timestep10_actionInput.png,sae_analysis/out/env_imgs/seed30608_step16_timestep10_actionOutput.png
