seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
60600.0,64.0,99.0,3.7,-20.1,24.9,4.23,2.0,-190.0,-188.0,30.9,31.5,25.0,24.9,28.2,28.1,sae_analysis/out/env_imgs/seed60596_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed60596_step64_timestep0_actionOutput.png
89200.0,160.0,99.0,3.59,-4.83,40.2,14.4,5.0,-142.0,-146.0,24.0,23.9,19.8,20.1,33.0,33.2,sae_analysis/out/env_imgs/seed89203_step160_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed89203_step160_timestep0_actionOutput.png
30400.0,168.0,99.0,3.46,0.584,45.6,6.16,2.0,-64.3,-109.0,32.0,30.2,22.8,22.1,26.7,25.9,sae_analysis/out/env_imgs/seed30449_step168_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30449_step168_timestep0_actionOutput.png
84000.0,48.0,99.0,3.44,60.5,105.0,21.6,0.0,-129.0,-45.2,14.1,12.5,16.9,17.0,33.3,33.2,sae_analysis/out/env_imgs/seed84003_step48_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed84003_step48_timestep0_actionOutput.png
90300.0,176.0,99.0,3.4,6.71,51.7,14.6,0.0,-22.5,-37.4,14.1,12.4,23.7,23.7,36.7,36.7,sae_analysis/out/env_imgs/seed90283_step176_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed90283_step176_timestep0_actionOutput.png
60600.0,64.0,98.0,3.31,-20.1,24.9,4.23,2.0,-182.0,-190.0,30.5,30.9,24.9,25.0,28.2,28.2,sae_analysis/out/env_imgs/seed60596_step64_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed60596_step64_timestep1_actionOutput.png
98400.0,56.0,99.0,3.22,5.95,50.9,8.65,0.0,-134.0,-153.0,17.3,17.3,25.6,25.9,33.8,34.0,sae_analysis/out/env_imgs/seed98355_step56_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed98355_step56_timestep0_actionOutput.png
27200.0,72.0,98.0,3.22,2.79,47.8,11.6,5.0,-169.0,-60.8,26.1,28.9,25.0,24.0,35.5,34.3,sae_analysis/out/env_imgs/seed27240_step72_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed27240_step72_timestep1_actionOutput.png
87400.0,120.0,99.0,3.21,3.18,48.2,5.54,2.0,-74.3,-124.0,26.2,24.3,18.4,18.5,20.5,20.7,sae_analysis/out/env_imgs/seed87390_step120_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed87390_step120_timestep0_actionOutput.png
47100.0,128.0,98.0,3.18,5.31,50.3,6.39,0.0,-124.0,-136.0,20.4,17.9,24.8,25.3,30.6,31.1,sae_analysis/out/env_imgs/seed47106_step128_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed47106_step128_timestep1_actionOutput.png
90300.0,16.0,99.0,3.15,99.4,144.0,3.78,0.0,-175.0,-107.0,21.3,21.9,19.2,18.8,21.7,21.2,sae_analysis/out/env_imgs/seed90318_step16_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed90318_step16_timestep0_actionOutput.png
84000.0,40.0,99.0,3.14,94.9,140.0,18.0,0.0,64.5,8.36,17.5,15.4,16.0,16.1,24.0,24.1,sae_analysis/out/env_imgs/seed84003_step40_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed84003_step40_timestep0_actionOutput.png
92400.0,144.0,99.0,3.12,13.4,58.4,3.95,5.0,56.2,-71.0,12.1,12.1,15.8,15.9,18.7,18.8,sae_analysis/out/env_imgs/seed92410_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed92410_step144_timestep0_actionOutput.png
60600.0,64.0,97.0,3.11,-20.1,24.9,4.23,2.0,-200.0,-182.0,28.8,30.5,24.9,24.9,28.3,28.2,sae_analysis/out/env_imgs/seed60596_step64_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed60596_step64_timestep2_actionOutput.png
30400.0,168.0,97.0,3.09,0.584,45.6,6.16,2.0,-17.5,-85.9,36.9,32.1,22.2,22.2,26.0,26.0,sae_analysis/out/env_imgs/seed30449_step168_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed30449_step168_timestep2_actionOutput.png
47600.0,144.0,99.0,3.08,-11.5,33.5,15.6,5.0,-56.9,176.0,11.7,10.0,9.96,9.85,24.7,24.7,sae_analysis/out/env_imgs/seed47567_step144_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47567_step144_timestep0_actionOutput.png
47100.0,128.0,99.0,3.07,5.31,50.3,6.39,0.0,-136.0,-117.0,17.9,19.4,25.3,25.1,31.1,31.0,sae_analysis/out/env_imgs/seed47106_step128_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed47106_step128_timestep0_actionOutput.png
84100.0,64.0,99.0,3.05,6.28,51.3,12.2,5.0,-97.4,-135.0,28.5,27.0,25.7,26.0,34.1,34.5,sae_analysis/out/env_imgs/seed84098_step64_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed84098_step64_timestep0_actionOutput.png
30400.0,168.0,98.0,3.05,0.584,45.6,6.16,2.0,-85.9,-64.3,32.1,32.0,22.2,22.8,26.0,26.7,sae_analysis/out/env_imgs/seed30449_step168_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed30449_step168_timestep1_actionOutput.png
10300.0,24.0,99.0,3.04,-200.0,-155.0,17.0,6.0,-218.0,19.0,13.4,14.1,18.0,17.6,31.0,30.3,sae_analysis/out/env_imgs/seed10301_step24_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed10301_step24_timestep0_actionOutput.png
